idx,sentence,label,processed_sentence
3859,"A phase II trial testing 
gemcitabine as second line chemotherapy for non small cell lung cancer.",NSCLC,phase ii trial testing gemcitabine second line chemotherapy non small cell lung cancer
3860,The European Lung Cancer Working Party.,NSCLC,european lung cancer working party
3861,"Randomized phase III trial of docetaxel versus vinorelbine or ifosfamide in patients with advanced non
small cell lung cancer previously treated with platinum containing 
chemotherapy regimens.",NSCLC,randomized phase iii trial docetaxel versus vinorelbine ifosfamide patient advanced non small cell lung cancer previously treat platinum contain chemotherapy regimen
3862,The TAX 320 Non Small Cell Lung Cancer Study Group.,NSCLC,tax non small cell lung cancer study group
3863,"Prospective randomized 
trial of docetaxel versus best supportive care in patients with non small
cell lung cancer previously treated with platinum based chemotherapy.",NSCLC,prospective randomize trial docetaxel versus good supportive care patient non small cell lung cancer previously treat platinum base chemotherapy
3864,"Randomized phase III 
trial of pemetrexed versus docetaxel in patients with non small cell lung 
cancer previously treated with chemotherapy.",NSCLC,randomized phase iii trial pemetrexed versus docetaxel patient non small cell lung cancer previously treat chemotherapy
3865,"Erlotinib in 
previously treated non small cell lung cancer.",NSCLC,erlotinib previously treat non small cell lung cancer
3866,"N Engl J Med 
2005;353:123 132.",NSCLC,n engl j med
3867,"Schwartz LH, Litiere S, de Vries E, et al. RECIST 1.1 Update and 
clarification: From the RECIST committee.",NSCLC,schwartz lh litiere s de vries e et al recist update clarification recist committee
3868,"Ades F, Yamaguchi N. WHO, RECIST, and immune related 
response criteria: is it time to revisit pembrolizumab results?",NSCLC,ades f yamaguchi recist immune relate response criterion time revisit pembrolizumab result
3869,"Guidelines for the evaluation of 
immune therapy activity in solid tumors: immune related response criteria.",NSCLC,guideline evaluation immune therapy activity solid tumor immune relate response criterion
3870,"Garon EB, Ciuleanu TE, Arrieta O, et al. Ramucirumab plus docetaxel versus placebo plus docetaxel for second line treatment of 
stage IV non small cell lung cancer after disease progression on platinum 
based therapy (REVEL): a multicentre, double blind, randomised phase 3 
trial.",NSCLC,garon eb ciuleanu te arrieta o et al ramucirumab plus docetaxel versus placebo plus docetaxel second line treatment stage iv non small cell lung cancer disease progression platinum base therapy revel multicentre double blind randomise phase trial
3871,"Survival update for the phase 
III study of pemetrexed vs docetaxel in non small cell lung cancer 
(NSCLC)",NSCLC,survival update phase iii study pemetrexed vs docetaxel non small cell lung cancer nsclc
3872,J Clin Oncol 2006;24 (Suppl 18):Abstract 7133.,NSCLC,j clin oncol suppl
3873,"Erlotinib versus 
docetaxel as second line treatment of patients with advanced non small 
cell lung cancer and wild type EGFR tumours (TAILOR): a randomised 
controlled trial.",NSCLC,erlotinib versus docetaxel second line treatment patient advanced non small cell lung cancer wild type egfr tumour tailor randomised control trial
3874,"Randomized phase III trial of 
erlotinib versus docetaxel as second  or third line therapy in patients with 
advanced non",NSCLC,randomized phase iii trial erlotinib versus docetaxel second line therapy patient advanced non
3875,"Experience of first  and 
subsequent line systemic therapy in the treatment of non small cell lung 
cancer.",NSCLC,experience subsequent line systemic therapy treatment non small cell lung cancer
3876,Ther Adv Med Oncol 2011;3:163 170.,NSCLC,ther adv med oncol
3877,"A 
randomized phase 2 study of nanoparticle albumin bound paclitaxel with 
or without CC 486 as second line treatment for advanced nonsquamous 
nonsmall cell lung cancer (NSCLC).",NSCLC,randomize phase study nanoparticle albumin bind paclitaxel cc second line treatment advanced nonsquamous nonsmall cell lung cancer nsclc
3878,"Langer CJ, Mok T, Postmus PE.",NSCLC,langer cj mok t postmus pe
3879,"Targeted agents in the third 
/fourth line treatment of patients with advanced (stage III/IV) non small cell 
lung cancer (NSCLC).",NSCLC,targeted agent line treatment patient advanced stage iii iv non small cell lung cancer nsclc
3880,"Noble J, Ellis PM, Mackay JA, et al. Second line or subsequent 
systemic therapy for recurrent or progressive non small cell lung cancer: a 
systematic review and practice guideline.",NSCLC,noble j ellis pm mackay ja et al second line subsequent systemic therapy recurrent progressive non small cell lung cancer systematic review practice guideline
3881,"Afatinib versus erlotinib as second 
line treatment of patients with advanced squamous cell carcinoma of the 
lung (LUX Lung 8): an open label randomised controlled phase 3 trial.",NSCLC,afatinib versus erlotinib second line treatment patient advanced squamous cell carcinoma lung lux lung open label randomise control phase trial
3882,"A phase 2 study of lorlatinib in patients with ROS1 rearranged lung cancer with brain only 
progression on crizotinib.",NSCLC,phase study lorlatinib patient rearrange lung cancer brain progression crizotinib
3883,Spectrum of mechanisms of resistance to crizotinib and lorlatinib in ROS1 fusion positive lung cancer.,NSCLC,spectrum mechanism resistance crizotinib lorlatinib fusion positive lung cancer
3884,Trials should be designed to maximize inclusiveness and broad representative enrollment.,SCLC,trial design maximize inclusiveness broad representative enrollment
3885,"Response Assessment Following Primary Treatment and Adjuvant Therapy (SCL6)
Progressive Disease: Subsequent Therapy and Palliative Therapy (SCL 8)
Signs and Symptoms of Small Cell Lung Cancer (SCLA)",SCLC,response assessment follow primary treatment adjuvant therapy progressive disease subsequent therapy palliative therapy scl signs symptom small cell lung cancer scla
3886,"Nivolumab and hyaluronidasenvhy has dif ferent 
dosing and administration instructions compared to IV nivolumab
MS1",SCLC,nivolumab hyaluronidasenvhy dif ferent dosing administration instruction compare iv nivolumab
3887,"Durvalumab 1500 mg day 1 every 28 days  (category 1)
SCLE 2 of 6
 Footnote k added: Atezolizumab and hyaluronidasetqjs subcutaneous injection may be substituted for IV atezolizumab.",SCLC,durvalumab mg day day category scle footnote k add atezolizumab hyaluronidasetqjs subcutaneous injection substitute iv atezolizumab
3888,"Atezolizumab and hyaluronidasetqjs has 
different dosing and administration instructions compared to atezolizumab for intravenous infusion.",SCLC,atezolizumab hyaluronidasetqjs different dosing administration instruction compare atezolizumab intravenous infusion
3889,"Durvalumab (D) as consolidation treatment (tx) for patients (pts) with limited stage smallcell lung 
cancer (LSSCLC)",SCLC,durvalumab d consolidation treatment tx patient pt limited stage smallcell lung cancer lssclc
3890,J Clin Oncol 2024;42(Suppl): Abstract LBA5.,SCLC,j clin oncol abstract
3891,"Durvalumab after Chemoradiotherapy in LimitedStage 
SmallCell Lung Cancer.",SCLC,durvalumab chemoradiotherapy limitedstage smallcell lung cancer
3892,"However, brain imaging MRI (preferred), or CT with 
contrast is recommended in all patients .",SCLC,brain image mri preferred ct contrast recommend patient
3893,"f: If FDGPET/CT is not available, bone scan may be used to identify metastases.",SCLC,f fdgpet ct available bone scan identify metastasis
3894,"Pathologic confirmation is recommended for lesions detected by FDGPET/CT that 
alter stage  isolated or equivocal lesions if their involvement would change clinical management .",SCLC,pathologic confirmation recommend lesion detect fdgpet ct alter stage isolated equivocal lesion involvement change clinical management
3895,"g: Comprehensive molecular profiling via blood, tissue, or both  can be considered in rare casesparticularly for patients with extensive stage/relapsed SCLC who do 
not smoke tobacco, lightly smoke, have remote smoking history, or have a diagnostic or therapeutic dilemma, or at time of relapseif not previously done, because 
this may change management.",SCLC,g comprehensive molecular profiling blood tissue consider rare casesparticularly patient extensive stage relapse sclc smoke tobacco lightly smoke remote smoking history diagnostic therapeutic dilemma time relapseif previously change management
3896,"SCL2
 Lower pathway modified: Bone marrow biopsy, thoracentesis, or bone studies  any compelling evidence of distant disease  consistent with malignancy
SCL3
 Footnote o modified: For patients receiving adjuvant systemic therapy ± R T, response assessment is recommended only after completion of adjuvant therapy (SCL6) ; 
do not repeat scans to assess response during adjuvant treatment .Repeating",SCLC,low pathway modify bone marrow biopsy thoracentesis bone study compelling evidence distant disease consistent malignancy footnote o modify patient receive adjuvant systemic therapy r t response assessment recommend completion adjuvant therapy repeat scan assess response adjuvant treatment
3897,"scans to assess response during adjuvant or initial treatment is not recommended in the 
absence of new symptoms.",SCLC,scan assess response adjuvant initial treatment recommend absence new symptom
3898,"For patients receiving systemic therapy alone or sequential systemic therapy followed by RT, response assessment by C/A/P CT with 
contrast is recommended after every 2 cycles of systemic therapy and at completion of therapy
SCL5
 Second column: Extensive stage removed from all 3 pathways.",SCLC,patient receive systemic therapy sequential systemic therapy follow rt response assessment c p ct contrast recommend cycle systemic therapy completion therapy second column extensive stage remove pathway
3899,"Footnote t modified: During systemic therapy, response assessment by C/A/P CT with contrast should occur after every 23 cycles of systemic therapy and at 
completion of therapy .",SCLC,footnote t modify systemic therapy response assessment c p ct contrast occur cycle systemic therapy completion therapy
3900,Initiate steroids for patients with symptomatic neurologic disease.,SCLC,initiate steroid patient symptomatic neurologic disease
3901,"Eg, dexamethasone 10 mg loading dose followed by 46 mg maintenance dose 
(IV or PO every 46 hours [or as appropriate]).",SCLC,eg dexamethasone mg loading dose follow mg maintenance dose iv po hour appropriate
3902,"Clin Spine Surg 2017;4:156163.
SCL6, SCL7, SCL8
 Pages extensively modified
SCLA 2 of 2
 Neurologic, all subbullets modified:
Subacute cerebellar degeneration (antiYo antibody)   ataxia, dysarthria
Encephalomyelitis (ANNA1 [antiHu] antibody)   confusion, obtundation, dementia
Sensory neuropathy (antidorsal root ganglion antibody)   pain, sensory loss
LambertEaton myasthenic syndrome (LEMS) (antivoltagegated calcium channel antibody)   weakness, autonomic dysfunction
Cancerassociated retinopathy (antirecoverin antibody)   visual loss, photosensitivity
SCLB 1 of 2
 Immunohistochemical Staining, subbullet two modified: The majority of SCLCs are reactive to markers of neuroendocrine differentiation, including insulinoma
associated protein 1 (INSM1), CD56/NCAM, synaptophysin, and chromogranin A. Fewer than 5% of SCLCs are negative for all neuroendocrine markers.",SCLC,clin spine surg pages extensively modify scla neurologic subbullet modify subacute cerebellar degeneration antiyo antibody ataxia dysarthria encephalomyelitis antihu antibody confusion obtundation dementia sensory neuropathy antidorsal root ganglion antibody pain sensory loss lamberteaton myasthenic syndrome lems antivoltagegate calcium channel antibody weakness autonomic dysfunction cancerassociate retinopathy antirecoverin antibody visual loss photosensitivity sclb immunohistochemical staining subbullet modify majority sclcs reactive marker neuroendocrine differentiation include insulinoma associate protein ncam synaptophysin chromogranin few sclcs negative neuroendocrine marker
3903,"For cases 
with suspicious SCLC morphology without expression of neuroendocrine markers, POU2F3 immunohistochemical staining can be considered.",SCLC,case suspicious sclc morphology expression neuroendocrine marker immunohistochemical staining consider
3904,"SCLB 2 of 2
 References added
Wang Y, Jin Y, Shen X, et al. POU2F3: A sensitive and specific diagnostic marker for neuroendocrinelow/negative small cell lung cancer.",SCLC,sclb reference add wang y jin y shen x et al sensitive specific diagnostic marker neuroendocrinelow negative small cell lung cancer
3905,"Baine MK, FebresAldana CA, Chang JC, et al. POU2F3 in SCLC: clinicopathologic and genomic analysis with a focus on its diagnostic utility in neuroendocrinelow 
SCLC.",SCLC,baine mk febresaldana chang jc et al sclc clinicopathologic genomic analysis focus diagnostic utility neuroendocrinelow sclc
3906,"SCLE 1 of 6
 Primary or adjuvant therapy for limited stage SCLC, preferred regimen added: Durvalumab consolidation 1500 mg day 1 every 28 days
 Footnote f added: In those who did not experience disease progression after systemic therapy + concurrent R T: may continue durvalumab until disease progression or 
intolerable toxicity, or for a maximum of 24 months
SCLE 2 of 6
 Footnote b modified: Contraindications for treatment with programmed cell death protein 1 (PD1)/programmed cell death ligand 1 (PDL1) inhibitors may include 
active or previously documented autoimmune disease and/or concurrent use of immunosuppressive agents.",SCLC,scle primary adjuvant therapy limited stage sclc preferred regimen add durvalumab consolidation mg day day footnote f add experience disease progression systemic therapy concurrent r t continue durvalumab disease progression intolerable toxicity maximum month scle footnote b modify contraindication treatment program cell death protein cell death ligand inhibitor include active previously document autoimmune disease concurrent use immunosuppressive agent
